school_name,rating,n_reviews,nces_name_plus_zipcode,state_name_public_school_latest_available_year,state_name_public_school_2020_21,state_abbr_public_school_latest_available_year,school_name_public_school_2020_21,school_id_nces_assigned_public_school_latest_available_year,agency_name_public_school_2020_21,agency_id_nces_assigned_public_school_latest_available_year,location_address_1_public_school_2020_21,location_address_2_public_school_2020_21,location_address_3_public_school_2020_21,location_zip_public_school_2020_21,school_type_public_school_2020_21,agency_type_district_2020_21,start_of_year_status_public_school_2020_21,updated_status_public_school_2020_21,effective_date_of_updated_status_public_school_2020_21,charter_school_public_school_2020_21,magnet_school_public_school_2020_21,locale_public_school_2020_21,school_wide_title_i_public_school_2020_21,title_i_eligible_school_public_school_2020_21,title_i_school_status_public_school_2020_21,latitude_public_school_2020_21,longitude_public_school_2020_21,state_school_id_public_school_2020_21,state_agency_id_public_school_2020_21,national_school_lunch_program_public_school_2020_21,virtual_school_status_sy_2016_17_onward_public_school_2020_21,charter_authorizer_state_id_primary_public_school_2020_21,school_level_sy_2017_18_onward_public_school_2020_21,lowest_grade_offered_public_school_2020_21,highest_grade_offered_public_school_2020_21,total_students_all_grades_excludes_ae_public_school_2020_21,american_indian_alaska_native_students_public_school_2020_21,asian_or_asian_pacific_islander_students_public_school_2020_21,hispanic_students_public_school_2020_21,black_or_african_american_students_public_school_2020_21,white_students_public_school_2020_21,nat_hawaiian_or_other_pacific_isl_students_public_school_2020_21,two_or_more_races_students_public_school_2020_21,full_time_equivalent_fte_teachers_public_school_2020_21,pupil_teacher_ratio_public_school_2020_21
ALSTON RIDGE ELEMENTARY,3.7,22,ALSTON RIDGE ELEMENTARY 27519,North Carolina,NORTH CAROLINA,NC,Alston Ridge Elementary,370472003214,Wake County Schools,3704720,11555 Green Level Church Rd.,†,†,27519,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,41-Rural: Fringe,†,2-No,6-Not a Title I school,35.8596,-78.8991,NC-920-307,NC-920,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,5th Grade,1064,2,555,90,128,243,1,45,69.71,15.26
ALTAMAHAW-OSSIPEE ELEMENTARY,4.6,5,ALTAMAHAW-OSSIPEE ELEMENTARY 27244,North Carolina,NORTH CAROLINA,NC,Altamahaw-Ossipee Elementary,370003000002,Alamance-Burlington Schools,3700030,2832 N NC 87,†,†,27244,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,41-Rural: Fringe,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,36.1796,-79.5105,NC-010-308,NC-010,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Kindergarten,5th Grade,587,1,"=""0""",89,65,401,"=""0""",31,38.40,15.29
AMERICAN RENAISSANCE SCHOOL,3,7,AMERICAN RENAISSANCE SCHOOL 28677,North Carolina,NORTH CAROLINA,NC,American Renaissance School,370008602465,American Renaissance School,3700086,132 East Broad Street,†,†,28677,1-Regular school,7-Independent Charter District,1-Open,1-Open,12/14/2020,1-Yes,2-No,21-Suburb: Large,2-No,1-Yes,2-Title I targeted assistance school,35.7847,-80.8868,NC-49B-000,NC-49B,No,FULLVIRTUAL,"=""01SBE""",Elementary,Kindergarten,8th Grade,631,"=""0""",5,66,92,426,"=""0""",42,41.18,15.32
ANDERSON CREEK ACADEMY,3.3,17,ANDERSON CREEK ACADEMY 28390,North Carolina,NORTH CAROLINA,NC,Anderson Creek Academy,370038103322,Anderson Creek Academy,3700381,4940 Ray Road,†,†,28390,1-Regular school,7-Independent Charter District,1-Open,1-Open,12/14/2020,1-Yes,2-No,41-Rural: Fringe,†,2-No,6-Not a Title I school,35.277769,-78.976683,NC-43C-000,NC-43C,No,NOTVIRTUAL,"=""01SBE""",Elementary,Kindergarten,5th Grade,307,7,4,54,29,187,"=""0""",26,12.03,25.52
ANDREWS ELEMENTARY,5,3,ANDREWS ELEMENTARY 28901,North Carolina,NORTH CAROLINA,NC,Andrews Elementary,370078000317,Cherokee County Schools,3700780,205 Jean Christy Ave.,†,†,28901,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,43-Rural: Remote,1-Yes,1-Yes,5-Title I schoolwide school,35.1983,-83.8253,NC-200-304,NC-200,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,4th Grade,282,2,1,24,6,232,"=""0""",17,26.83,10.51
ANDREWS HIGH,2.3,3,ANDREWS HIGH 28901,North Carolina,NORTH CAROLINA,NC,Andrews High,370078000318,Cherokee County Schools,3700780,50 High School Drive,†,†,28901,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,43-Rural: Remote,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,35.1954,-83.8244,NC-200-308,NC-200,Yes participating without using any Provision or the CEO,SUPPVIRTUAL,†,High,9th Grade,12th Grade,203,1,"=""0""",12,1,179,"=""0""",10,15.25,13.31
ANDREWS MIDDLE,4.7,3,ANDREWS MIDDLE 28901,North Carolina,NORTH CAROLINA,NC,Andrews Middle,370078001820,Cherokee County Schools,3700780,2750 Business Hwy 19,†,†,28901,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,43-Rural: Remote,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,35.1949,-83.7977,NC-200-310,NC-200,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Middle,5th Grade,8th Grade,253,"=""0""",4,30,7,194,"=""0""",18,15.57,16.25
ANGIER ELEMENTARY,4.8,8,ANGIER ELEMENTARY 27501,North Carolina,NORTH CAROLINA,NC,Angier Elementary,370201000875,Harnett County Schools,3702010,130 E McIver St,†,†,27501,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,21-Suburb: Large,1-Yes,1-Yes,5-Title I schoolwide school,35.5029,-78.7363,NC-430-308,NC-430,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,3rd Grade,5th Grade,329,"=""0""","=""0""",185,42,87,"=""0""",15,25.58,12.86
ANNE CHESNUTT MIDDLE,4,23,ANNE CHESNUTT MIDDLE 28314,North Carolina,NORTH CAROLINA,NC,Anne Chesnutt Middle,370001100406,Cumberland County Schools,3700011,2121 Skibo Road,†,†,28314,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,12-City: Mid-size,1-Yes,1-Yes,5-Title I schoolwide school,35.0509,-78.9731,NC-260-336,NC-260,Yes participating without using any Provision or the CEO,SUPPVIRTUAL,†,Middle,6th Grade,8th Grade,558,2,4,105,343,65,3,36,38.80,14.38
ANSON CO. EARLY COLLEGE HIGH,4.8,4,ANSON CO. EARLY COLLEGE HIGH 28135,North Carolina,NORTH CAROLINA,NC,Anson Co. Early College High,370018002748,Anson County Schools,3700180,177 Ledbetter Street,†,†,28135,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,42-Rural: Distant,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,35.000452,-80.211222,NC-040-304,NC-040,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,High,9th Grade,13th Grade,251,1,6,9,91,130,"=""0""",14,11.94,21.02
ANSON HIGH SCHOOL,2.7,12,ANSON HIGH SCHOOL 28170,North Carolina,NORTH CAROLINA,NC,Anson High School,370018002054,Anson County Schools,3700180,96 Anson High School Road,†,†,28170,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,32-Town: Distant,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,34.9774,-80.1028,NC-040-306,NC-040,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,High,9th Grade,12th Grade,646,2,14,43,369,192,"=""0""",26,49.38,13.08
ANSON MIDDLE,5,1,ANSON MIDDLE 28170,North Carolina,NORTH CAROLINA,NC,Anson Middle,370018002056,Anson County Schools,3700180,832 US Hwy 52 N,†,†,28170,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,41-Rural: Fringe,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,34.9892,-80.0894,NC-040-309,NC-040,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Middle,6th Grade,8th Grade,723,3,12,51,404,222,"=""0""",31,42.62,16.96
ANSONVILLE ELEMENTARY,5,4,ANSONVILLE ELEMENTARY 28007,North Carolina,NORTH CAROLINA,NC,Ansonville Elementary,370018000042,Anson County Schools,3700180,9104 Hwy 52 N,†,†,28007,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,42-Rural: Distant,1-Yes,1-Yes,5-Title I schoolwide school,35.1054,-80.1064,NC-040-308,NC-040,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Kindergarten,5th Grade,155,1,4,10,61,73,"=""0""",6,12.08,12.83
ANTIOCH ELEMENTARY,4.2,6,ANTIOCH ELEMENTARY 28104,North Carolina,NORTH CAROLINA,NC,Antioch Elementary,370462002740,Union County Public Schools,3704620,3101 Antioch Church Road,†,†,28104,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,21-Suburb: Large,†,2-No,6-Not a Title I school,35.0588,-80.7228,NC-900-302,NC-900,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Kindergarten,5th Grade,828,1,131,58,29,555,"=""0""",54,49.00,16.90
APEX ELEMENTARY,4.8,8,APEX ELEMENTARY 27502,North Carolina,NORTH CAROLINA,NC,Apex Elementary,370472001827,Wake County Schools,3704720,700 Tingen Road,†,†,27502,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,21-Suburb: Large,†,2-No,6-Not a Title I school,35.721,-78.857,NC-920-308,NC-920,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,5th Grade,647,1,46,110,78,391,2,19,44.50,14.54
APEX HIGH,3.8,4,APEX HIGH 27502,North Carolina,NORTH CAROLINA,NC,Apex High,370472001829,Wake County Schools,3704720,1501 Laura Duncan Road,†,†,27502,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,21-Suburb: Large,†,2-No,6-Not a Title I school,35.74501,-78.837554,NC-920-316,NC-920,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,High,9th Grade,12th Grade,2229,6,211,288,226,1394,3,101,112.74,19.77
APEX MIDDLE,2.7,83,APEX MIDDLE 27502,North Carolina,NORTH CAROLINA,NC,Apex Middle,370472001828,Wake County Schools,3704720,400 East Moore Street,†,†,27502,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,21-Suburb: Large,†,2-No,6-Not a Title I school,35.726,-78.8484,NC-920-312,NC-920,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Middle,6th Grade,8th Grade,940,"=""0""",36,132,88,647,1,36,57.00,16.49
APPLE VALLEY MIDDLE,3.9,12,APPLE VALLEY MIDDLE 28792,North Carolina,NORTH CAROLINA,NC,Apple Valley Middle,370210000797,Henderson County Schools,3702100,43 Fruitland Road,†,†,28792,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,21-Suburb: Large,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,35.3619,-82.4219,NC-450-301,NC-450,Yes participating without using any Provision or the CEO,SUPPVIRTUAL,†,Middle,6th Grade,8th Grade,913,"=""0""",19,354,32,467,4,37,58.50,15.61
AQUADALE ELEMENTARY,5,5,AQUADALE ELEMENTARY 28128,North Carolina,NORTH CAROLINA,NC,Aquadale Elementary,370432001707,Stanly County Schools,3704320,11707 NC Hwy 138,†,†,28128,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,42-Rural: Distant,1-Yes,1-Yes,5-Title I schoolwide school,35.229,-80.2236,NC-840-304,NC-840,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,5th Grade,377,1,21,35,36,266,"=""0""",18,26.38,14.29
ARAPAHOE CHARTER SCHOOL,3.4,13,ARAPAHOE CHARTER SCHOOL 28510,North Carolina,NORTH CAROLINA,NC,Arapahoe Charter School,370003802343,Arapahoe Charter School,3700038,9005 NC Hwy 306 S,†,†,28510,1-Regular school,7-Independent Charter District,1-Open,1-Open,12/14/2020,1-Yes,2-No,42-Rural: Distant,1-Yes,1-Yes,5-Title I schoolwide school,35.012979,-76.821509,NC-69A-000,NC-69A,Yes participating without using any Provision or the CEO,SUPPVIRTUAL,"=""01SBE""",Other,Kindergarten,12th Grade,501,1,1,46,43,361,1,48,35.27,14.20
ARCHDALE ELEMENTARY SCHOOL,3.7,7,ARCHDALE ELEMENTARY SCHOOL 27263,North Carolina,NORTH CAROLINA,NC,Archdale Elementary School,370378001514,Randolph County School System,3703780,207 Trindale Rd,†,†,27263,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,22-Suburb: Mid-size,1-Yes,1-Yes,5-Title I schoolwide school,35.9126,-79.9751,NC-760-304,NC-760,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Kindergarten,5th Grade,368,4,75,66,23,180,"=""0""",20,24.55,14.99
ARCHER ELEMENTARY,4.6,10,ARCHER ELEMENTARY 27407,North Carolina,NORTH CAROLINA,NC,Archer Elementary,370192000758,Guilford County Schools,3701920,2610 Four Seasons Boulevard,†,†,27407,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,11-City: Large,1-Yes,1-Yes,5-Title I schoolwide school,36.0307,-79.8305,NC-410-322,NC-410,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,5th Grade,342,"=""0""",80,103,138,11,1,9,25.80,13.26
ARCHER LODGE MIDDLE,3.5,10,ARCHER LODGE MIDDLE 27591,North Carolina,NORTH CAROLINA,NC,Archer Lodge Middle,370237002998,Johnston County Public Schools,3702370,762 Wendell Rd,†,†,27591,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,31-Town: Fringe,†,2-No,6-Not a Title I school,35.7032,-78.3661,NC-510-364,NC-510,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Middle,6th Grade,8th Grade,1261,6,10,284,170,739,"=""0""",52,68.50,18.41
ARDREY KELL HIGH SCHOOL,3.2,32,ARDREY KELL HIGH SCHOOL 28277,North Carolina,NORTH CAROLINA,NC,Ardrey Kell High School,370297002910,Charlotte-Mecklenburg Schools,3702970,10220 Ardrey Kell Road,†,†,28277,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,11-City: Large,†,2-No,6-Not a Title I school,35.02999,-80.82665,NC-600-302,NC-600,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,High,9th Grade,12th Grade,3437,8,807,361,438,1742,4,77,160.13,21.46
ARISTOTLE PREPARATORY ACADEMY,3.6,17,ARISTOTLE PREPARATORY ACADEMY 28214,North Carolina,NORTH CAROLINA,NC,Aristotle Preparatory Academy,370035003296,Aristotle Preparatory Academy,3700350,8101 Fallsdale Drive,†,†,28214,1-Regular school,7-Independent Charter District,1-Open,1-Open,12/14/2020,1-Yes,2-No,11-City: Large,1-Yes,1-Yes,5-Title I schoolwide school,35.305537,-80.95235,NC-60N-000,NC-60N,Yes participating without using any Provision or the CEO,NOTVIRTUAL,"=""01SBE""",Elementary,Kindergarten,7th Grade,181,"=""0""","=""0""",9,144,7,3,18,7.33,24.69
ARMSTRONG ELEMENTARY,3,5,ARMSTRONG ELEMENTARY 28312,North Carolina,NORTH CAROLINA,NC,Armstrong Elementary,370001102085,Cumberland County Schools,3700011,3395 Dunn Road,†,†,28312,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,41-Rural: Fringe,1-Yes,1-Yes,5-Title I schoolwide school,35.0915,-78.7904,NC-260-306,NC-260,Yes participating without using any Provision or the CEO,SUPPVIRTUAL,†,Elementary,Prekindergarten,5th Grade,379,7,2,54,110,154,3,49,31.51,12.03
ARTHUR W EDWARDS ELEMENTARY,3.9,7,ARTHUR W EDWARDS ELEMENTARY 28532,North Carolina,NORTH CAROLINA,NC,Arthur W Edwards Elementary,370331002181,Craven County Schools,3703310,200 Education Lane,†,†,28532,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,31-Town: Fringe,1-Yes,1-Yes,5-Title I schoolwide school,34.9101,-76.9281,NC-250-380,NC-250,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Kindergarten,5th Grade,508,1,12,119,47,290,1,38,35.50,14.31
ARTSPACE CHARTER SCHOOL,4.2,21,ARTSPACE CHARTER SCHOOL 28778,North Carolina,NORTH CAROLINA,NC,ArtSpace Charter School,370011702569,ArtSpace Charter,3700117,2030 US Hwy 70,†,†,28778,1-Regular school,7-Independent Charter District,1-Open,1-Open,12/14/2020,1-Yes,2-No,21-Suburb: Large,1-Yes,1-Yes,5-Title I schoolwide school,35.5947,-82.4287,NC-11B-000,NC-11B,No,NOTVIRTUAL,"=""01SBE""",Elementary,Kindergarten,8th Grade,396,1,4,35,5,336,"=""0""",15,33.57,11.80
ASBURY ACADEMY,2.2,5,ASBURY ACADEMY 28092,North Carolina,NORTH CAROLINA,NC,Asbury Academy,370268002392,Lincoln County Schools,3702680,221 Salem Church Road,†,†,28092,4-Alternative/other school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,31-Town: Fringe,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,35.478229,-81.207864,NC-550-308,NC-550,Yes participating without using any Provision or the CEO,SUPPVIRTUAL,†,High,6th Grade,12th Grade,32,"=""0""","=""0""",1,2,27,"=""0""",2,9.00,3.56
ASHBROOK HIGH,4.2,20,ASHBROOK HIGH 28054,North Carolina,NORTH CAROLINA,NC,Ashbrook High,370162000663,Gaston County Schools,3701620,2222 S New Hope Road,†,†,28054,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,13-City: Small,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,35.2431,-81.1272,NC-360-310,NC-360,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,High,9th Grade,12th Grade,1235,1,22,294,513,336,3,66,72.99,16.92
ASHE COUNTY HIGH,3.3,6,ASHE COUNTY HIGH 28694,North Carolina,NORTH CAROLINA,NC,Ashe County High,370021002425,Ashe County Schools,3700210,184 Campus Drive,†,†,28694,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,41-Rural: Fringe,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,36.3925,-81.479,NC-050-302,NC-050,Yes participating without using any Provision or the CEO,SUPPVIRTUAL,†,High,9th Grade,12th Grade,775,"=""0""",5,88,6,664,"=""0""",12,54.83,14.13
ASHE COUNTY MIDDLE,3.4,20,ASHE COUNTY MIDDLE 28693,North Carolina,NORTH CAROLINA,NC,Ashe County Middle,370021002426,Ashe County Schools,3700210,255 Northwest Lane,†,†,28693,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,41-Rural: Fringe,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,36.4643,-81.5101,NC-050-305,NC-050,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Middle,7th Grade,8th Grade,501,"=""0""",2,65,2,422,"=""0""",10,35.46,14.13
ASHEBORO HIGH,3.3,12,ASHEBORO HIGH 27203,North Carolina,NORTH CAROLINA,NC,Asheboro High,370024000062,Asheboro City Schools,3700240,1221 S Park St,†,†,27203,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,31-Town: Fringe,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,35.6893,-79.8184,NC-761-304,NC-761,Yes participating without using any Provision or the CEO,SUPPVIRTUAL,†,High,9th Grade,12th Grade,1294,1,19,657,177,387,"=""0""",53,77.23,16.76
ASHEVILLE HIGH,3.3,18,ASHEVILLE HIGH 28803,North Carolina,NORTH CAROLINA,NC,Asheville High,370027000070,Asheville City Schools,3700270,419 McDowell Street,†,†,28803,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,13-City: Small,†,2-No,6-Not a Title I school,35.5729,-82.5531,NC-111-302,NC-111,Yes participating without using any Provision or the CEO,SUPPVIRTUAL,†,High,9th Grade,12th Grade,1111,4,9,84,162,766,9,77,85.23,13.04
ASHEVILLE MIDDLE,2.1,26,ASHEVILLE MIDDLE 28801,North Carolina,NORTH CAROLINA,NC,Asheville Middle,370027000079,Asheville City Schools,3700270,211 S French Broad Avenue,†,†,28801,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,13-City: Small,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,35.586731,-82.560101,NC-111-356,NC-111,Yes participating without using any Provision or the CEO,SUPPVIRTUAL,†,Middle,6th Grade,8th Grade,674,1,6,75,144,384,10,54,59.58,11.31
ASHLEY CHAPEL EDUCATIONAL CENTER,5,2,ASHLEY CHAPEL EDUCATIONAL CENTER 28379,North Carolina,NORTH CAROLINA,NC,Ashley Chapel Educational Center,370387000788,Richmond County Schools,3703870,377 Mizpah Road,†,†,28379,4-Alternative/other school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,41-Rural: Fringe,1-Yes,1-Yes,5-Title I schoolwide school,34.897049,-79.784233,NC-770-342,NC-770,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,High,7th Grade,12th Grade,65,1,"=""0""",4,42,11,"=""0""",7,9.50,6.84
ASHLEY ELEMENTARY,4,12,ASHLEY ELEMENTARY 28304,North Carolina,NORTH CAROLINA,NC,Ashley Elementary,370001100394,Cumberland County Schools,3700011,810 Trainer Drive,†,†,28304,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,12-City: Mid-size,1-Yes,1-Yes,5-Title I schoolwide school,35.0387,-78.9068,NC-260-308,NC-260,Yes participating without using any Provision or the CEO,SUPPVIRTUAL,†,Elementary,3rd Grade,5th Grade,179,4,11,25,75,50,"=""0""",14,15.33,11.68
ASHLEY PARK PREK-8 SCHOOL,3.4,18,ASHLEY PARK PREK-8 SCHOOL 28208,North Carolina,NORTH CAROLINA,NC,Ashley Park PreK-8 School,370297001192,Charlotte-Mecklenburg Schools,3702970,2401 Belfast Dr,†,†,28208,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,11-City: Large,1-Yes,1-Yes,5-Title I schoolwide school,35.2327,-80.8907,NC-600-311,NC-600,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,8th Grade,383,4,6,50,311,5,"=""0""",7,37.40,10.24
ATHENS DRIVE HIGH,3.9,49,ATHENS DRIVE HIGH 27606,North Carolina,NORTH CAROLINA,NC,Athens Drive High,370472001830,Wake County Schools,3704720,1420 Athens Drive,†,†,27606,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,1-Yes,11-City: Large,2-No,1-Yes,1-Title I targeted assistance eligible school-No program,35.7687,-78.7113,NC-920-318,NC-920,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,High,9th Grade,12th Grade,2082,6,178,408,489,914,"=""0""",87,125.74,16.56
ATKINS ACADEMIC & TECH HIGH,2.8,16,ATKINS ACADEMIC & TECH HIGH 27101,North Carolina,NORTH CAROLINA,NC,Atkins Academic & Tech High,370150003176,Winston Salem / Forsyth County Schools,3701500,3605 Old Greensboro Road,†,†,27101,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,1-Yes,12-City: Mid-size,†,2-No,6-Not a Title I school,36.1102,-80.1954,NC-340-311,NC-340,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,High,9th Grade,12th Grade,1185,1,72,176,294,579,2,61,64.84,18.28
ATKINSON ELEMENTARY,4,2,ATKINSON ELEMENTARY 28739,North Carolina,NORTH CAROLINA,NC,Atkinson Elementary,370210002094,Henderson County Schools,3702100,2510 Old Kanuga Road,†,†,28739,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,41-Rural: Fringe,1-Yes,1-Yes,5-Title I schoolwide school,35.284,-82.4927,NC-450-302,NC-450,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Kindergarten,5th Grade,320,"=""0""",7,30,5,260,4,14,20.98,15.25
ATLANTIC ELEMENTARY,5,2,ATLANTIC ELEMENTARY 28511,North Carolina,NORTH CAROLINA,NC,Atlantic Elementary,370063000249,Carteret County Public Schools,3700630,151 School Drive,†,†,28511,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,43-Rural: Remote,1-Yes,1-Yes,5-Title I schoolwide school,34.8831,-76.3424,NC-160-304,NC-160,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,5th Grade,84,"=""0""","=""0""",5,1,77,"=""0""",1,9.04,9.29
AUDREY W. GARRETT ELEMENTARY,5,6,AUDREY W. GARRETT ELEMENTARY 27302,North Carolina,NORTH CAROLINA,NC,Audrey W. Garrett Elementary,370003002501,Alamance-Burlington Schools,3700030,3224 Old Hillsborough Road,†,†,27302,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,22-Suburb: Mid-size,1-Yes,1-Yes,5-Title I schoolwide school,36.0616,-79.2974,NC-010-347,NC-010,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,5th Grade,571,1,4,129,129,265,"=""0""",43,42.40,13.47
AULANDER ELEMENTARY,4.3,4,AULANDER ELEMENTARY 27805,North Carolina,NORTH CAROLINA,NC,Aulander Elementary,370036000104,Bertie County Schools,3700360,2515 NC Highway 305 North,†,†,27805,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,42-Rural: Distant,1-Yes,1-Yes,5-Title I schoolwide school,36.2144,-77.1061,NC-080-348,NC-080,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,5th Grade,149,"=""0""","=""0""",5,124,17,"=""0""",3,9.00,16.56
